master_project_en,project_name_en,growth_stage,property_type_en,median_price,price_per_sqm,transaction_count,earliest_transaction_year,developer_name
International Media Production Zone,Samana Portofino,Stabilized / Legacy,Land,12000000.0,2726.758361490901,1,2023.0,Unknown / Mixed
International Media Production Zone,Samana Portofino,Stabilized / Legacy,Unit,752261.0,15788.338873605322,150,2023.0,Unknown / Mixed
International Media Production Zone,Samana Resorts,Maturity,Building,20512263.0,2219.2189557297893,2,2023.0,Unknown / Mixed
International Media Production Zone,Samana Resorts,Off-Plan or Launch,Building,31200000.0,3375.523774181787,1,2016.0,Unknown / Mixed
International Media Production Zone,Samana Resorts,Stabilized / Legacy,Unit,759000.0,16031.584776055128,236,2025.0,Unknown / Mixed
International Media Production Zone,THE CRESCENT,Early Growth,Unit,558000.0,9935.918931759035,206,2011.0,Unknown / Mixed
International Media Production Zone,THE CRESCENT,Maturity,Unit,480000.0,8672.884237992586,494,2013.0,Unknown / Mixed
International Media Production Zone,THE CRESCENT,Off-Plan or Launch,Building,90000000.0,6597.780946341713,2,2008.0,Unknown / Mixed
International Media Production Zone,THE CRESCENT,Off-Plan or Launch,Unit,530000.0,9975.807398646495,395,2009.0,Unknown / Mixed
International Media Production Zone,THE CRESCENT,Stabilized / Legacy,Land,596312.0,12862.640207075065,1,2020.0,Unknown / Mixed
International Media Production Zone,THE CRESCENT,Stabilized / Legacy,Unit,390000.0,6509.562834226843,545,2017.0,Unknown / Mixed
International Media Production Zone,Viera Residences,Off-Plan or Launch,Land,15588180.0,3361.6298152505124,2,2013.0,Unknown / Mixed
International Media Production Zone,Viera Residences,Stabilized / Legacy,Land,14000000.0,3019.1348453448177,1,2023.0,Unknown / Mixed
International Media Production Zone,Viera Residences,Stabilized / Legacy,Unit,1109120.0,14659.287346778934,25,2025.0,Unknown / Mixed
Jaddaf Waterfront,ART BAY EAST,Off-Plan or Launch,Land,20957000.0,12697.28750507419,1,2008.0,Unknown / Mixed
Jaddaf Waterfront,ART BAY EAST,Stabilized / Legacy,Land,38791999.0,15694.127042556916,2,2023.0,Unknown / Mixed
Jaddaf Waterfront,ART BAY EAST,Stabilized / Legacy,Unit,1830828.0,20960.430283677048,68,2024.0,Unknown / Mixed
Jaddaf Waterfront,Boutique 23,Early Growth,Unit,845101.5,15391.914975041773,72,2025.0,Unknown / Mixed
Jaddaf Waterfront,Boutique 23,Off-Plan or Launch,Land,39900000.0,14505.55682797282,1,2023.0,Unknown / Mixed
Jaddaf Waterfront,Boutique 23,Off-Plan or Launch,Unit,755500.0,15604.767101181236,169,2024.0,Unknown / Mixed
Jaddaf Waterfront,Boutique Xll,Off-Plan or Launch,Land,35498300.0,24503.04749677304,2,2008.0,Unknown / Mixed
Jaddaf Waterfront,Boutique Xll,Stabilized / Legacy,Land,15593984.0,11117.02203539192,3,2017.0,Unknown / Mixed
Jaddaf Waterfront,Boutique Xll,Stabilized / Legacy,Unit,635185.0,15577.231091751712,159,2022.0,Unknown / Mixed
Jaddaf Waterfront,CREEK VIEWS,Maturity,Unit,1900066.0,17030.72139221146,56,2024.0,Unknown / Mixed
Jaddaf Waterfront,CREEK VIEWS,Off-Plan or Launch,Land,27023510.5,14812.759957025555,2,2017.0,Unknown / Mixed
Jaddaf Waterfront,CREEK VIEWS,Stabilized / Legacy,Unit,2009947.0,18458.17425508935,14,2025.0,Unknown / Mixed
Jaddaf Waterfront,Celeste,Maturity,Building,14500000.0,11924.24404404569,1,2014.0,Unknown / Mixed
Jaddaf Waterfront,Celeste,Off-Plan or Launch,Building,14600000.0,12006.480209866697,1,2008.0,Unknown / Mixed
Jaddaf Waterfront,Celeste,Stabilized / Legacy,Building,180000.0,180000.0,1,2024.0,Unknown / Mixed
Jaddaf Waterfront,D1,Early Growth,Unit,2000000.0,15041.580846531991,153,2017.0,Unknown / Mixed
Jaddaf Waterfront,D1,Maturity,Unit,1550000.0,13228.639047628903,171,2019.0,Unknown / Mixed
Jaddaf Waterfront,D1,Off-Plan or Launch,Building,271758500.0,7298.240387472323,4,2008.0,Unknown / Mixed
Jaddaf Waterfront,D1,Off-Plan or Launch,Land,212059980.0,1129901.8542199489,1,2015.0,Unknown / Mixed
Jaddaf Waterfront,D1,Off-Plan or Launch,Unit,2314749.0,18817.812916112,568,2008.0,Unknown / Mixed
Jaddaf Waterfront,D1,Stabilized / Legacy,Unit,2010000.0,15899.899127785297,109,2023.0,Unknown / Mixed
Jaddaf Waterfront,DUBAI WHARF,Early Growth,Unit,995241.0,9187.089074478305,4,2019.0,Unknown / Mixed
Jaddaf Waterfront,DUBAI WHARF,Maturity,Unit,1382375.0,10637.99514576216,52,2021.0,Unknown / Mixed
Jaddaf Waterfront,DUBAI WHARF,Off-Plan or Launch,Unit,1692000.0,13138.178817985434,132,2014.0,Unknown / Mixed
Jaddaf Waterfront,DUBAI WHARF,Stabilized / Legacy,Unit,1665000.0,13213.000458232147,12,2025.0,Unknown / Mixed
Jaddaf Waterfront,Dubai Wharf - Tower 2,Early Growth,Unit,1260000.0,11819.749268967113,8,2019.0,Unknown / Mixed
Jaddaf Waterfront,Dubai Wharf - Tower 2,Maturity,Unit,952000.0,10964.310265630736,57,2021.0,Unknown / Mixed
Jaddaf Waterfront,Dubai Wharf - Tower 2,Off-Plan or Launch,Unit,1211000.0,13974.769985751242,181,2015.0,Unknown / Mixed
Jaddaf Waterfront,Dubai Wharf - Tower 2,Stabilized / Legacy,Unit,1320795.5,13076.977981018612,8,2025.0,Unknown / Mixed
Jaddaf Waterfront,IRIS AMBER,Off-Plan or Launch,Building,27450000.0,14531.498147167811,1,2008.0,Unknown / Mixed
Jaddaf Waterfront,IRIS AMBER,Off-Plan or Launch,Unit,1913625.0,22735.238208387786,1,2009.0,Unknown / Mixed
Jaddaf Waterfront,IRIS AMBER,Stabilized / Legacy,Land,42778680.0,476589.5721925133,1,2019.0,Unknown / Mixed
Jaddaf Waterfront,IRIS AMBER,Stabilized / Legacy,Unit,968888.0,13475.755431967502,89,2016.0,Unknown / Mixed
Jaddaf Waterfront,LAMER,Off-Plan or Launch,Building,25833000.0,19890.204653597997,1,2007.0,Unknown / Mixed
Jaddaf Waterfront,LAMER,Stabilized / Legacy,Unit,654885.0,7459.256674617343,2,2017.0,Unknown / Mixed
Jaddaf Waterfront,La Boutique ,Maturity,Land,18000000.0,18117.365454405062,3,2015.0,Unknown / Mixed
Jaddaf Waterfront,La Boutique ,Off-Plan or Launch,Land,32916500.0,30499.420894139446,2,2008.0,Unknown / Mixed
Jaddaf Waterfront,La Boutique ,Stabilized / Legacy,Land,20750000.0,19226.314570303453,2,2016.0,Unknown / Mixed
Jaddaf Waterfront,La Boutique ,Stabilized / Legacy,Unit,975000.0,18356.00579316827,77,2024.0,Unknown / Mixed
Jaddaf Waterfront,Lumiere Heights,Early Growth,Unit,805925.5,20485.95175055505,20,2025.0,Unknown / Mixed
Jaddaf Waterfront,Lumiere Heights,Off-Plan or Launch,Building,25807161.0,12748.306131320516,2,2023.0,Unknown / Mixed
Jaddaf Waterfront,MANAZEL ALKHOR,Early Growth,Unit,2250000.0,7048.430549464319,1,2021.0,Unknown / Mixed
Jaddaf Waterfront,MANAZEL ALKHOR,Maturity,Unit,2614400.0,15374.239701865676,16,2024.0,Unknown / Mixed
Jaddaf Waterfront,MANAZEL ALKHOR,Off-Plan or Launch,Unit,4290000.0,17836.538015133017,39,2014.0,Unknown / Mixed
Jaddaf Waterfront,MONTAGE,Off-Plan or Launch,Land,65469000.0,24219.07369044096,1,2007.0,Unknown / Mixed
Jaddaf Waterfront,MONTAGE,Stabilized / Legacy,Land,48010008.0,17760.43503995265,1,2024.0,Unknown / Mixed
Jaddaf Waterfront,MOON TOWER 2,Off-Plan or Launch,Building,14600000.0,13913.507538071552,1,2008.0,Unknown / Mixed
Jaddaf Waterfront,MOON TOWER 2,Stabilized / Legacy,Building,10000000.0,11049.167413167645,3,2016.0,Unknown / Mixed
Jaddaf Waterfront,NILOOFAR,Early Growth,Unit,430000.0,8658.880386629078,1,2022.0,Unknown / Mixed
Jaddaf Waterfront,NILOOFAR,Off-Plan or Launch,Building,28374000.0,19599.229127380484,1,2008.0,Unknown / Mixed
Jaddaf Waterfront,NILOOFAR,Off-Plan or Launch,Unit,949956.5,11405.308037388428,154,2011.0,Unknown / Mixed
Jaddaf Waterfront,PALAZZO VERSACE,Early Growth,Unit,4000000.0,17507.352995373974,37,2018.0,Unknown / Mixed
Jaddaf Waterfront,PALAZZO VERSACE,Maturity,Unit,4604962.0,18611.227185495693,55,2020.0,Unknown / Mixed
Jaddaf Waterfront,PALAZZO VERSACE,Off-Plan or Launch,Unit,7250265.0,30344.614662659533,171,2009.0,Unknown / Mixed
Jaddaf Waterfront,PALAZZO VERSACE,Stabilized / Legacy,Unit,5300000.0,21126.75127264777,28,2024.0,Unknown / Mixed
Jaddaf Waterfront,RIAH TOWERS,Early Growth,Unit,1000000.0,7171.896169808681,45,2019.0,Unknown / Mixed
Jaddaf Waterfront,RIAH TOWERS,Maturity,Unit,1178700.0,8040.661782667619,157,2021.0,Unknown / Mixed
Jaddaf Waterfront,RIAH TOWERS,Off-Plan or Launch,Building,60000000.0,20615.935430890237,2,2014.0,Unknown / Mixed
Jaddaf Waterfront,RIAH TOWERS,Off-Plan or Launch,Unit,1233719.0,10562.23531823693,116,2016.0,Unknown / Mixed
Jaddaf Waterfront,RIAH TOWERS,Stabilized / Legacy,Unit,1550000.0,9484.044743612629,11,2025.0,Unknown / Mixed
Jaddaf Waterfront,ROSE TOWER,Off-Plan or Launch,Building,39730461.5,22239.02419228444,2,2008.0,Unknown / Mixed
Jaddaf Waterfront,SHAGHAYEGH,Off-Plan or Launch,Building,83262000.0,29537.44124763501,3,2009.0,Unknown / Mixed
Jaddaf Waterfront,THE PEARL,Off-Plan or Launch,Building,15171000.0,13391.769503733914,1,2007.0,Unknown / Mixed
Jaddaf Waterfront,THE PEARL,Stabilized / Legacy,Unit,963520.0,13742.75385301464,27,2015.0,Unknown / Mixed
Jaddaf Waterfront,VAL BY KASCO,Off-Plan or Launch,Land,21700000.0,12215.098311839638,1,2015.0,Unknown / Mixed
Jaddaf Waterfront,VAL BY KASCO,Stabilized / Legacy,Unit,1284000.0,20031.182250395883,61,2025.0,Unknown / Mixed
Jaddaf Waterfront,Volna By Kasco,Off-Plan or Launch,Land,15582000.0,11000.81895456214,2,2011.0,Unknown / Mixed
Jaddaf Waterfront,Volna By Kasco,Stabilized / Legacy,Land,18505000.0,13064.443252096806,1,2023.0,Unknown / Mixed
Jaddaf Waterfront,Volna By Kasco,Stabilized / Legacy,Unit,1071888.5,20057.06743357267,8,2025.0,Unknown / Mixed
Jumeira Bay,BV Mansions ,Early Growth,Villa,20000000.0,22543.13811084772,9,2021.0,Unknown / Mixed
Jumeira Bay,BV Mansions ,Maturity,Villa,47475000.0,40673.33889043725,9,2023.0,Unknown / Mixed
Jumeira Bay,BV Mansions ,Off-Plan or Launch,Villa,27550000.0,19317.71892433138,15,2017.0,Unknown / Mixed
Jumeira Bay,BV RESIDENCES,Early Growth,Unit,8500000.0,40690.51904035805,64,2020.0,Unknown / Mixed
Jumeira Bay,BV RESIDENCES,Maturity,Unit,14100000.0,74089.23322722263,111,2022.0,Unknown / Mixed
Jumeira Bay,BV RESIDENCES,Off-Plan or Launch,Unit,7739000.0,35874.106775845685,127,2017.0,Unknown / Mixed
Jumeira Bay,Villa Amalfi,Early Growth,Villa,13225000.0,47763.31796767088,16,2024.0,Unknown / Mixed
Jumeira Bay,Villa Amalfi,Off-Plan or Launch,Villa,6646500.0,27956.62511948401,100,2019.0,Unknown / Mixed
Jumeirah Garden City,171 Garden Heights,Early Growth,Unit,1229745.0,20140.87327200617,45,2025.0,Unknown / Mixed
Jumeirah Garden City,171 Garden Heights,Off-Plan or Launch,Land,20664852.0,13987.688850381764,1,2023.0,Unknown / Mixed
Jumeirah Garden City,171 Garden Heights,Off-Plan or Launch,Unit,1194472.0,19375.047512505567,27,2024.0,Unknown / Mixed
Jumeirah Garden City,ALBA TOWER,Off-Plan or Launch,Land,21440250.0,15294.363122752957,2,2017.0,Unknown / Mixed
Jumeirah Garden City,ALBA TOWER,Off-Plan or Launch,Unit,667433.0,15524.07874222676,9,2025.0,Unknown / Mixed
Jumeirah Garden City,Arista One,Early Growth,Land,22000000.0,15982.1000479463,1,2025.0,Unknown / Mixed
Jumeirah Garden City,Arista One,Early Growth,Unit,2119479.5,19396.60263913783,18,2025.0,Unknown / Mixed
Jumeirah Garden City,Arista One,Off-Plan or Launch,Land,18557000.0,13480.803457920165,2,2022.0,Unknown / Mixed
Jumeirah Garden City,BRAND CENTRO,Early Growth,Unit,1480000.0,23132.228821506724,1,2025.0,Unknown / Mixed
Jumeirah Garden City,BRAND CENTRO,Off-Plan or Launch,Land,14477500.0,12504.210535407365,2,2017.0,Unknown / Mixed
Jumeirah Garden City,Chelsea Gardens,Off-Plan or Launch,Land,27426025.0,21080.888400372023,1,2024.0,Unknown / Mixed
Jumeirah Garden City,DGM Vision,Early Growth,Land,18400000.0,13189.964157706094,1,2024.0,Unknown / Mixed
Jumeirah Garden City,DGM Vision,Early Growth,Unit,1608000.0,24676.96682930334,5,2025.0,Unknown / Mixed
Jumeirah Garden City,DGM Vision,Off-Plan or Launch,Land,15316000.0,10979.21146953405,1,2022.0,Unknown / Mixed
Jumeirah Garden City,ENSO JADE,Off-Plan or Launch,Land,13708500.0,11840.127828640523,2,2017.0,Unknown / Mixed
Jumeirah Garden City,EVERGRIN HOUSE,Off-Plan or Launch,Land,19492500.0,13454.609459123663,1,2024.0,Unknown / Mixed
Jumeirah Garden City,EVERGRIN HOUSE,Off-Plan or Launch,Unit,928472.0,19379.659000757925,54,2024.0,Unknown / Mixed
Jumeirah Garden City,Jardin Astral,Early Growth,Unit,2530000.0,18824.01113497143,6,2025.0,Unknown / Mixed
Jumeirah Garden City,Jardin Astral,Off-Plan or Launch,Land,19285000.0,14010.476072853022,1,2023.0,Unknown / Mixed
Jumeirah Garden City,Jardin Astral,Off-Plan or Launch,Unit,2194700.0,21631.693792934973,10,2024.0,Unknown / Mixed
Jumeirah Garden City,KORO ONE,Off-Plan or Launch,Land,43500000.0,10581.727424431872,1,2022.0,Unknown / Mixed
Jumeirah Garden City,MAYFAIR GARDENS BY MAJID,Off-Plan or Launch,Land,13630109.0,15076.643825852878,3,2017.0,Unknown / Mixed
Jumeirah Garden City,MAYFAIR GARDENS BY MAJID,Off-Plan or Launch,Unit,1245576.0,23575.082374177386,25,2024.0,Unknown / Mixed
Jumeirah Garden City,Rose Gardens 1,Off-Plan or Launch,Land,22099573.0,12378.494051486568,1,2024.0,Unknown / Mixed
Jumeirah Garden City,STAMN ONE,Off-Plan or Launch,Land,21203500.0,16119.676443309156,2,2018.0,Unknown / Mixed
Jumeirah Garden City,STAMN ONE,Off-Plan or Launch,Unit,1374625.0,22880.006877806856,9,2025.0,Unknown / Mixed
Jumeirah Garden City,STAMN YUNI,Off-Plan or Launch,Land,25538911.0,18309.3005749681,1,2024.0,Unknown / Mixed
Jumeirah Garden City,STAMN YUNI,Off-Plan or Launch,Unit,810543.0,26063.57629091652,6,2025.0,Unknown / Mixed
Jumeirah Garden City,The Grandala,Early Growth,Unit,1098500.0,20163.25983495791,10,2025.0,Unknown / Mixed
Jumeirah Garden City,The Grandala,Off-Plan or Launch,Land,18727500.0,13455.40371599776,1,2023.0,Unknown / Mixed
Jumeirah Garden City,The Grandala,Off-Plan or Launch,Unit,953000.0,19628.931447104107,25,2024.0,Unknown / Mixed
Jumeirah Golf Estates,AL Andalus Phase 2,Early Growth,Unit,1273200.0,10570.227965795224,72,2023.0,Unknown / Mixed
Jumeirah Golf Estates,AL Andalus Phase 2,Maturity,Unit,1800000.0,10677.205802289249,5,2025.0,Unknown / Mixed
Jumeirah Golf Estates,AL Andalus Phase 2,Off-Plan or Launch,Unit,953964.0,8349.273076953486,182,2017.0,Unknown / Mixed
Jumeirah Golf Estates,ALANDALUS,Early Growth,Unit,1022500.0,7958.173697008448,58,2021.0,Unknown / Mixed
Jumeirah Golf Estates,ALANDALUS,Maturity,Unit,1288213.0,10720.499923940892,100,2023.0,Unknown / Mixed
Jumeirah Golf Estates,ALANDALUS,Off-Plan or Launch,Unit,1063300.0,8438.988518919768,262,2016.0,Unknown / Mixed
Jumeirah Golf Estates,ALandalus Building D,Early Growth,Unit,1526400.0,11858.130467005672,49,2024.0,Unknown / Mixed
Jumeirah Golf Estates,ALandalus Building D,Off-Plan or Launch,Unit,1309100.0,9998.2367568993,151,2018.0,Unknown / Mixed
Jumeirah Golf Estates,ALandalus Townhouse,Early Growth,Villa,1870000.0,11917.227751892213,41,2022.0,Unknown / Mixed
Jumeirah Golf Estates,ALandalus Townhouse,Maturity,Villa,2650000.0,16959.406299359784,33,2024.0,Unknown / Mixed
Jumeirah Golf Estates,ALandalus Townhouse,Off-Plan or Launch,Villa,1419000.0,9214.709254297357,183,2017.0,Unknown / Mixed
Jumeirah Golf Estates,Alandalus Building G,Off-Plan or Launch,Unit,976777.0,11183.748132607916,49,2021.0,Unknown / Mixed
Jumeirah Golf Estates,FLAME TREE RIDGE,Early Growth,Villa,5000000.0,7255.961495922613,9,2018.0,Unknown / Mixed
Jumeirah Golf Estates,FLAME TREE RIDGE,Maturity,Villa,6940000.0,7776.395439982835,32,2020.0,Unknown / Mixed
Jumeirah Golf Estates,FLAME TREE RIDGE,Off-Plan or Launch,Villa,7187836.0,8278.258009034234,47,2013.0,Unknown / Mixed
Jumeirah Golf Estates,FLAME TREE RIDGE,Stabilized / Legacy,Villa,14850000.0,15819.087351179804,4,2024.0,Unknown / Mixed
Jumeirah Golf Estates,JASMINE LANE,Early Growth,Villa,3950000.0,23920.71634767589,39,2024.0,Unknown / Mixed
Jumeirah Golf Estates,JASMINE LANE,Off-Plan or Launch,Land,11153846.0,34415.78756712844,31,2019.0,Unknown / Mixed
Jumeirah Golf Estates,JASMINE LANE,Off-Plan or Launch,Villa,3810000.0,24085.688660823755,101,2023.0,Unknown / Mixed
Jumeirah Golf Estates,JUMEIRAH GOLF ESTATES,Early Growth,Land,3047815.0,8183.752837511647,32,2016.0,Unknown / Mixed
Jumeirah Golf Estates,JUMEIRAH GOLF ESTATES,Early Growth,Villa,4200000.0,9646.151271514187,111,2016.0,Unknown / Mixed
Jumeirah Golf Estates,JUMEIRAH GOLF ESTATES,Maturity,Land,251886.0,4443.353076904358,42,2018.0,Unknown / Mixed
Jumeirah Golf Estates,JUMEIRAH GOLF ESTATES,Maturity,Villa,4000000.0,8304.566708267283,177,2018.0,Unknown / Mixed
Jumeirah Golf Estates,JUMEIRAH GOLF ESTATES,Off-Plan or Launch,Building,11870320.0,5381.998222673607,2,2015.0,Unknown / Mixed
Jumeirah Golf Estates,JUMEIRAH GOLF ESTATES,Off-Plan or Launch,Land,4180544.5,5304.765284573381,26,2009.0,Unknown / Mixed
Jumeirah Golf Estates,JUMEIRAH GOLF ESTATES,Off-Plan or Launch,Villa,5600000.0,11544.362636548318,260,2013.0,Unknown / Mixed
Jumeirah Golf Estates,JUMEIRAH GOLF ESTATES,Stabilized / Legacy,Land,285045.0,6174.0607903128885,78,2022.0,Unknown / Mixed
Jumeirah Golf Estates,JUMEIRAH GOLF ESTATES,Stabilized / Legacy,Villa,5775000.0,12903.839868590638,183,2022.0,Unknown / Mixed
Jumeirah Golf Estates,Jumeirah Golf Estates - Hillside,Early Growth,Villa,25500000.0,25424.17101462779,15,2021.0,Unknown / Mixed
Jumeirah Golf Estates,Jumeirah Golf Estates - Hillside,Maturity,Villa,31780485.0,27277.49440910568,9,2023.0,Unknown / Mixed
Jumeirah Golf Estates,Jumeirah Golf Estates - Hillside,Off-Plan or Launch,Land,13540000.0,10797.620376720522,2,2019.0,Unknown / Mixed
Jumeirah Golf Estates,Jumeirah Golf Estates - Hillside,Off-Plan or Launch,Villa,5520000.0,5685.593426590777,44,2015.0,Unknown / Mixed
Jumeirah Golf Estates,Jumeirah Luxury,Early Growth,Villa,4030000.0,19981.408509488785,71,2023.0,Unknown / Mixed
Jumeirah Golf Estates,Jumeirah Luxury,Maturity,Villa,4200000.0,21544.818143535576,5,2025.0,Unknown / Mixed
Jumeirah Golf Estates,Jumeirah Luxury,Off-Plan or Launch,Villa,2691944.0,13570.187121232591,306,2017.0,Unknown / Mixed
Jumeirah Golf Estates,LIME TREE VALLEY,Early Growth,Land,2079500.0,3842.778899732493,2,2016.0,Unknown / Mixed
Jumeirah Golf Estates,LIME TREE VALLEY,Early Growth,Villa,5515000.0,7691.992159217893,36,2016.0,Unknown / Mixed
Jumeirah Golf Estates,LIME TREE VALLEY,Maturity,Land,5000000.0,6943.480072212193,1,2018.0,Unknown / Mixed
Jumeirah Golf Estates,LIME TREE VALLEY,Maturity,Villa,4805000.0,6246.997819673888,95,2018.0,Unknown / Mixed
Jumeirah Golf Estates,LIME TREE VALLEY,Off-Plan or Launch,Land,4125000.0,5146.600124766063,1,2015.0,Unknown / Mixed
Jumeirah Golf Estates,LIME TREE VALLEY,Off-Plan or Launch,Villa,6745000.0,7922.267723275615,100,2009.0,Unknown / Mixed
Jumeirah Golf Estates,LIME TREE VALLEY,Stabilized / Legacy,Land,3237689.0,4496.1658103041245,1,2024.0,Unknown / Mixed
Jumeirah Golf Estates,LIME TREE VALLEY,Stabilized / Legacy,Villa,8500000.0,11894.059841455814,78,2022.0,Unknown / Mixed
Jumeirah Golf Estates,OLIVE POINT ,Early Growth,Villa,10750000.0,12382.74538889648,17,2016.0,Unknown / Mixed
Jumeirah Golf Estates,OLIVE POINT ,Maturity,Villa,5495000.0,7523.881086631965,13,2018.0,Unknown / Mixed
Jumeirah Golf Estates,OLIVE POINT ,Off-Plan or Launch,Land,451500000.0,577779.484029484,1,2015.0,Unknown / Mixed
Jumeirah Golf Estates,OLIVE POINT ,Off-Plan or Launch,Villa,6178000.0,10036.207539397516,27,2013.0,Unknown / Mixed
Jumeirah Golf Estates,OLIVE POINT ,Stabilized / Legacy,Villa,9400000.0,13075.737488245377,31,2022.0,Unknown / Mixed
Jumeirah Golf Estates,ORANGE LAKE,Early Growth,Villa,3903900.0,5089.6720691015125,24,2019.0,Unknown / Mixed
Jumeirah Golf Estates,ORANGE LAKE,Maturity,Villa,6203500.0,8423.580839711227,68,2021.0,Unknown / Mixed
Jumeirah Golf Estates,ORANGE LAKE,Off-Plan or Launch,Land,2170749.0,3094.6465749029444,27,2009.0,Unknown / Mixed
Jumeirah Golf Estates,ORANGE LAKE,Off-Plan or Launch,Villa,3748124.5,5762.810122518069,64,2009.0,Unknown / Mixed
Jumeirah Golf Estates,ORANGE LAKE,Stabilized / Legacy,Villa,9280000.0,12155.870896100609,6,2025.0,Unknown / Mixed
Jumeirah Golf Estates,RED WOOD PARK,Early Growth,Villa,4500000.0,21670.81581946287,13,2023.0,Unknown / Mixed
Jumeirah Golf Estates,RED WOOD PARK,Maturity,Villa,6450000.0,31503.537084282063,2,2025.0,Unknown / Mixed
Jumeirah Golf Estates,RED WOOD PARK,Off-Plan or Launch,Villa,2992000.0,14534.233415627192,55,2015.0,Unknown / Mixed
Jumeirah Golf Estates,REDWOOD AVENUE,Early Growth,Land,4920000.0,3846.2440488754414,1,2019.0,Unknown / Mixed
Jumeirah Golf Estates,REDWOOD AVENUE,Early Growth,Villa,14563790.0,12344.56052942102,16,2018.0,Unknown / Mixed
Jumeirah Golf Estates,REDWOOD AVENUE,Maturity,Land,4567548.5,5085.948270705615,2,2021.0,Unknown / Mixed
Jumeirah Golf Estates,REDWOOD AVENUE,Maturity,Villa,13000000.0,10006.96946650964,27,2020.0,Unknown / Mixed
Jumeirah Golf Estates,REDWOOD AVENUE,Off-Plan or Launch,Land,7609062.0,5489.988311516343,2,2017.0,Unknown / Mixed
Jumeirah Golf Estates,REDWOOD AVENUE,Off-Plan or Launch,Villa,11131566.0,10721.550647948694,24,2013.0,Unknown / Mixed
Jumeirah Golf Estates,REDWOOD AVENUE,Stabilized / Legacy,Land,24001231.0,16713.949164345402,1,2025.0,Unknown / Mixed
Jumeirah Golf Estates,REDWOOD AVENUE,Stabilized / Legacy,Villa,18503023.5,14122.317037206018,30,2024.0,Unknown / Mixed
Jumeirah Golf Estates,ROYAL GOLF VILLAS,Early Growth,Villa,5000000.0,6743.39066402543,18,2018.0,Unknown / Mixed
Jumeirah Golf Estates,ROYAL GOLF VILLAS,Maturity,Villa,6776000.0,9121.968501829,31,2020.0,Unknown / Mixed
Jumeirah Golf Estates,ROYAL GOLF VILLAS,Off-Plan or Launch,Villa,1995319.0,3171.6394593485056,29,2013.0,Unknown / Mixed
Jumeirah Golf Estates,ROYAL GOLF VILLAS,Stabilized / Legacy,Villa,13034165.5,16120.399741538566,16,2024.0,Unknown / Mixed
Jumeirah Golf Estates,Redwood Park Phase2,Early Growth,Villa,2862000.0,13317.801980793833,23,2021.0,Unknown / Mixed
Jumeirah Golf Estates,Redwood Park Phase2,Maturity,Villa,3820000.0,18730.076983065792,28,2023.0,Unknown / Mixed
Jumeirah Golf Estates,Redwood Park Phase2,Off-Plan or Launch,Villa,2879000.0,13712.60435853205,70,2016.0,Unknown / Mixed
Jumeirah Golf Estates,SANCTUARY  FALLS,Early Growth,Land,4500000.0,5120.673937249864,36,2020.0,Unknown / Mixed
Jumeirah Golf Estates,SANCTUARY  FALLS,Early Growth,Villa,5250000.0,6438.177828320364,11,2020.0,Unknown / Mixed
Jumeirah Golf Estates,SANCTUARY  FALLS,Maturity,Land,12225000.0,15099.128038559542,66,2022.0,Unknown / Mixed
Jumeirah Golf Estates,SANCTUARY  FALLS,Maturity,Villa,8630000.0,12681.22083913796,22,2022.0,Unknown / Mixed
Jumeirah Golf Estates,SANCTUARY  FALLS,Off-Plan or Launch,Land,5000000.0,7393.738695900606,33,2008.0,Unknown / Mixed
Jumeirah Golf Estates,SANCTUARY  FALLS,Off-Plan or Launch,Villa,6009000.0,7863.338798082131,28,2008.0,Unknown / Mixed
Jumeirah Golf Estates,SIENNA  LAKES,Early Growth,Land,6300000.0,7702.935674373678,1,2016.0,Unknown / Mixed
Jumeirah Golf Estates,SIENNA  LAKES,Early Growth,Villa,7400000.0,12087.24675281616,27,2015.0,Unknown / Mixed
Jumeirah Golf Estates,SIENNA  LAKES,Maturity,Land,6000000.0,7214.886311654688,3,2017.0,Unknown / Mixed
Jumeirah Golf Estates,SIENNA  LAKES,Maturity,Villa,9325000.0,15189.92222388492,66,2017.0,Unknown / Mixed
Jumeirah Golf Estates,SIENNA  LAKES,Off-Plan or Launch,Land,2630328.0,8391.920372925199,9,2008.0,Unknown / Mixed
Jumeirah Golf Estates,SIENNA  LAKES,Off-Plan or Launch,Villa,3500000.0,5808.502811428783,37,2008.0,Unknown / Mixed
Jumeirah Golf Estates,SIENNA  LAKES,Stabilized / Legacy,Land,6400000.0,5840.32194774737,2,2021.0,Unknown / Mixed
Jumeirah Golf Estates,SIENNA  LAKES,Stabilized / Legacy,Villa,8500000.0,12386.207851278336,48,2021.0,Unknown / Mixed
Jumeirah Golf Estates,THE SUNDIALS,Early Growth,Villa,4100000.0,6749.306753247282,16,2018.0,Unknown / Mixed
Jumeirah Golf Estates,THE SUNDIALS,Maturity,Villa,6385000.0,9084.883851155537,35,2020.0,Unknown / Mixed
Jumeirah Golf Estates,THE SUNDIALS,Off-Plan or Launch,Villa,3445000.0,5327.388986545364,111,2011.0,Unknown / Mixed
Jumeirah Golf Estates,THE SUNDIALS,Stabilized / Legacy,Villa,12250030.0,18961.318661608104,12,2024.0,Unknown / Mixed
Jumeirah Golf Estates,Terra Golf Collection,Early Growth,Land,19404850.0,46265.14183642085,4,2025.0,Unknown / Mixed
